Q57E81	C0RI03
Q57E81	P66664
A8LLD9	A8LLD9
G3XCR8	G3XCR8
Q5WFM6	Q5WFM6
B2S448	B2S448
B2S448	O83787
Q07G42	Q07G42
Q0VQE3	Q0VQE3
Q4JV11	Q4JV11
C6E5I4	C6E5I4
C6E5I4	B5EBC6
Q0AMK3	Q0AMK3
Q2G794	Q2G794
Q2J169	Q2J169
Q2FHJ4	Q2FHJ4
Q2FHJ4	Q2FZ38
Q2FHJ4	A5ISC9
Q2FHJ4	Q2YXM2
Q2FHJ4	Q5HGI8
Q2FHJ4	P66675
Q2FHJ4	P66676
Q2FHJ4	A8Z3S4
A0LMM5	A0LMM5
Q5KWF4	Q5KWF4
Q2IJL8	Q2IJL8
Q2IJL8	B8J731
A5EXP9	A5EXP9
A9W185	A9W185
A5CX29	A5CX29
Q5JDH8	Q5JDH8
A6UNQ2	A6UNQ2
A5UJF1	A5UJF1
F9WWF1	F9WWF1
D2RW30	D2RW30
P9WMX3	P9WMX3
P9WMX3	P9WMX2
A9IMI9	A9IMI9
B8F3S8	B8F3S8
Q3AVF9	Q3AVF9
P45177	P45177
P45177	A5UEJ2
Q221N8	Q221N8
P55242	P55242
A1S457	A1S457
Q1LSK5	Q1LSK5
Q11DI7	Q11DI7
A4G4B3	A4G4B3
B0KHY3	B0KHY3
A5GII9	A5GII9
Q5NRH4	Q5NRH4
A2BVS4	A2BVS4
Q2JVA4	Q2JVA4
P94126	P94126
A5ETJ9	A5ETJ9
A1KU16	A1KU16
A1KU16	Q5F8H5
Q5P7S1	Q5P7S1
B8GL43	B8GL43
Q5ZI23	Q5ZI23
Q04RQ6	Q04RQ6
Q13F06	Q13F06
A1JKA9	A1JKA9
B0UVX7	B0UVX7
B6ENU6	B6ENU6
B5F8P0	B5F8P0
B5F8P0	A9MMA7
B5F8P0	Q57IV1
B5F8P0	B5R7J1
B5F8P0	B4SVM1
B5F8P0	B5BHH5
B5F8P0	B4TY77
C4LGQ3	C4LGQ3
A9KQC2	A9KQC2
A5VE44	A5VE44
P37965	P37965
Q189A6	Q189A6
Q21GQ5	Q21GQ5
E1V8I1	E1V8I1
Q4ZM83	Q4ZM83
Q5HW65	Q5HW65
A5EVR7	A5EVR7
B7KD38	B7KD38
A6VXM6	A6VXM6
Q03EK4	Q03EK4
Q1GGA4	Q1GGA4
B7IHE6	B7IHE6
P34898	P34898
O05508	O05508
P05414	P05414
B9MEY8	B9MEY8
Q3ZYV3	Q3ZYV3
Q3ZYV3	A5FPU2
P43798	P43798
Q2J3D3	Q2J3D3
Q38Z74	Q38Z74
A5EV29	A5EV29
A0AKV8	A0AKV8
A0AKV8	C1KXG0
Q57RI5	Q57RI5
Q57RI5	A7ZJD0
Q57RI5	B4TC26
Q57RI5	B7ULM8
Q57RI5	Q5PG75
Q57RI5	B7MGL2
Q57RI5	C0PWW0
Q57RI5	B7LAF6
Q57RI5	A8GBA2
Q57RI5	B5YRF2
Q57RI5	B2TUY6
Q57RI5	B7NNH7
Q57RI5	Q32IH0
Q57RI5	B7MPN9
Q57RI5	Q0T6Y5
Q57RI5	B7M6B8
Q57RI5	P62710
Q57RI5	B1X786
Q57RI5	A1A8Z8
Q57RI5	Q0TJU6
Q57RI5	P62708
Q57RI5	B1IXY1
Q57RI5	P62707
Q57RI5	B6I7Q9
Q57RI5	B1LM46
Q57RI5	B7LK04
Q57RI5	A8AJ40
Q57RI5	A6T6I3
Q5LIL0	Q5LIL0
A9KPF4	A9KPF4
A0KEG8	A0KEG8
A7MXT2	A7MXT2
P38143	P38143
P55793	P55793
A0RXB3	A0RXB3
B0CC57	B0CC57
Q31TS5	Q31TS5
Q31TS5	Q3YUR5
Q31TS5	B7UPN8
Q31TS5	B7MJT8
Q31TS5	B7LB19
Q31TS5	B5Z1D1
Q31TS5	A8A7H1
Q31TS5	A1AIR1
Q31TS5	P0ABK9
Q0DGP6	Q0DGP6
A4IKK1	A4IKK1
A4IKK1	Q5L2S7
Q0CNC7	Q0CNC7
A7HA27	A7HA27
Q3Z7G4	Q3Z7G4
P58634	P58634
Q1RJB3	Q1RJB3
P51937	P51937
P51937	P18929
P51937	P07710
P50659	P50659
P48653	P48653
O78748	O78748
P24997	P24997
P69238	P69238
O03733	O03733
P27572	P27572
Q35099	Q35099
P43196	P43196
P15959	P15959
P44635	P44635
P25710	P25710
Q4ZX15	Q4ZX15
Q5VKJ7	Q5VKJ7
P35738	P35738
P35738	P21953
P35738	P21839
Q5WG56	Q5WG56
P10515	P10515
Q1RJX3	Q1RJX3
Q1RJX3	Q4UKQ7
B5XK69	B5XK69
P9WEN5	P9WEN5
Q4V7F3	Q4V7F3
A3N1W5	A3N1W5
A3N1W5	B3GY96
A3N1W5	A5UHA3
A3N1W5	P44770
Q2G3J8	Q2G3J8
Q3A1V3	Q3A1V3
Q0V869	Q0V869
D3ZDM7	D3ZDM7
Q0D673	Q0D673
Q5RAG8	Q5RAG8
Q5RAG8	Q1RMU3
Q5RAG8	P13674
P0DMB7	P0DMB7
P50392	P50392
P82896	P82896
A8CG89	A8CG89
P51433	P51433
P51433	P97391
P12680	P12680
A6W972	A6W972
B2VBK5	B2VBK5
P53010	P53010
O67783	O67783
A0RN82	A0RN82
Q4FMW6	Q4FMW6
B5F833	B5F833
B5F833	A9MPM1
B5F833	B5FIX8
B5F833	B5R3E6
B5F833	B4TK05
B5F833	A7ZHM4
B5F833	B5YZH1
B5F833	B7MNZ6
B5F833	C4ZRM7
B5F833	B1XCA9
B5F833	A1A7I0
B5F833	Q0TLJ8
B5F833	B1IQK6
B5F833	B7N804
B5F833	B1LGT6
B5F833	B2U2Y1
B5F833	Q3Z5M6
C1F8U3	C1F8U3
B8D7A0	B8D7A0
B8D7A0	P57292
Q1B2L8	Q1B2L8
Q1B2L8	A3Q6Y5
Q0S8D5	Q0S8D5
Q2NVR3	Q2NVR3
Q2JE00	Q2JE00
Q1BUH0	Q1BUH0
Q1BUH0	A0K9L6
Q1BUH0	A2SAE9
Q1BUH0	Q3JUY9
Q1BUH0	Q63W98
Q1BUH0	Q2T096
Q1BUH0	B2JEQ8
Q1BUH0	B2T171
Q3ZXG1	Q3ZXG1
Q3ZXG1	Q3Z8B5
Q5ZRF3	Q5ZRF3
Q5ZRF3	Q5X0V0
Q1QED7	Q1QED7
Q3SH81	Q3SH81
Q0DV66	Q0DV66
O51066	O51066
B3EWG9	B3EWG9
Q4UK08	Q4UK08
Q51508	Q51508
B9KD79	B9KD79
Q2G480	Q2G480
P20007	P20007
A7Z119	A7Z119
P68896	P68896
P68896	Q1JD20
P68896	A2RFZ5
P68896	P0DC95
P68896	B5XK96
P49583	P49583
Q0DHF6	Q0DHF6
P27815	P27815
Q3L243	Q3L243
P29828	P29828
Q65H78	Q65H78
Q038S5	Q038S5
Q038S5	B3WEL8
Q54J47	Q54J47
P84708	P84708
P45148	P45148
Q5E2E3	Q5E2E3
Q5E2E3	B5FBP8
Q5E2E3	B6EMN4
A6VUQ5	A6VUQ5
Q5HPY9	Q5HPY9
B2A170	B2A170
C0MEH1	C0MEH1
Q03700	Q03700
P51878	P51878
O77229	O77229
A0A072UTP9	A0A072UTP9
P09648	P09648
Q3V8B2	Q3V8B2
Q58917	Q58917
Q64HC5	Q64HC5
P08074	P08074
A7GN74	A7GN74
Q2SM94	Q2SM94
Q1IG27	Q1IG27
B9DNX1	B9DNX1
M4IS88	M4IS88
Q12I82	Q12I82
Q38773	Q38773
E1BB52	E1BB52
A9A8W5	A9A8W5
Q2QQR2	Q2QQR2
P18549	P18549
P30122	P30122
Q07DZ6	Q07DZ6
O32434	O32434
A5GMX4	A5GMX4
Q3M1B1	Q3M1B1
B3PLM6	B3PLM6
B8FM86	B8FM86
C1A8L8	C1A8L8
Q04S01	Q04S01
Q04S01	Q052X9
Q04S01	P61438
Q1QDC9	Q1QDC9
Q3A0V2	Q3A0V2
A8AHC4	A8AHC4
C3P2E9	C3P2E9
C3P2E9	C3LFR7
C3P2E9	B7IRR8
C3P2E9	C1EQ58
C3P2E9	B7HG50
C3P2E9	B7HYE9
Q2INJ8	Q2INJ8
Q2RKH8	Q2RKH8
Q3ADC2	Q3ADC2
Q48ND8	Q48ND8
Q42993	Q42993
A2QUQ2	A2QUQ2
P85084	P85084
P56302	P56302
O24133	O24133
Q1XDV0	Q1XDV0
Q1XDV0	P51187
G5EB37	G5EB37
O07801	O07801
H6C2T9	H6C2T9
P97995	P97995
P97995	Q4X0H6
P51090	P51090
Q5QNM6	Q5QNM6
O00098	O00098
O00098	P51044
P17725	P17725
P0A114	P0A114
P0A114	P0A115
P9WPC5	P9WPC5
P9WPC5	P0A527
Q3B0U1	Q3B0U1
B6J0W0	B6J0W0
Q17XD3	Q17XD3
Q17XD3	P56156
Q2Y6J0	Q2Y6J0
A6Q675	A6Q675
A0A345BJQ0	A0A345BJQ0
A5W4G5	A5W4G5
P09174	P09174
P09174	P18545
Q21CJ9	Q21CJ9
Q21CJ9	Q07UR1
O28077	O28077
A5U8S7	A5U8S7
Q2IXG7	Q2IXG7
A9ETA6	A9ETA6
Q12F35	Q12F35
Q1IYG7	Q1IYG7
Q052G3	Q052G3
A5WHA7	A5WHA7
Q118E6	Q118E6
P14080	P14080
O54478	O54478
P0DO57	P0DO57
P21861	P21861
Q04707	Q04707
B6HFX8	B6HFX8
Q2NQI3	Q2NQI3
P29190	P29190
C0QXM0	C0QXM0
P13259	P13259
P51850	P51850
P54748	P54748
Q0R4L2	Q0R4L2
Q43116	Q43116
Q03SD6	Q03SD6
P0DMS0	P0DMS0
Q5QUE2	Q5QUE2
A4Y882	A4Y882
A4Y882	B8EEB4
Q2YMD1	Q2YMD1
Q2YMD1	A6WWA8
Q2YMD1	Q57EU9
Q2YMD1	A9M8J1
Q2YMD1	C0RHC3
Q2YMD1	B0CKA2
A4SWL7	A4SWL7
Q3V7R4	Q3V7R4
C0Q9S7	C0Q9S7
A6LC86	A6LC86
Q4V0R7	Q4V0R7
A5CS10	A5CS10
A4YI12	A4YI12
Q5WKW1	Q5WKW1
Q4K3F6	Q4K3F6
P27823	P27823
Q049K4	Q049K4
P22196	P22196
Q47RJ6	Q47RJ6
Q47RJ6	G8GER6
Q03216	Q03216
Q1LTT2	Q1LTT2
O32799	O32799
P26618	P26618
P26618	P16234
A1BJZ1	A1BJZ1
Q2YC27	Q2YC27
B7JVE4	B7JVE4
A6UCV3	A6UCV3
P50313	P50313
A2QAH3	A2QAH3
P35337	P35337
A3MTR6	A3MTR6
Q3IYX7	Q3IYX7
P9WIC2	P9WIC2
P80924	P80924
Q2JB14	Q2JB14
A6TH13	A6TH13
B7UVR5	B7UVR5
D9XF45	D9XF45
B6JAT9	B6JAT9
A6VSD2	A6VSD2
Q2K3A7	Q2K3A7
A7N3S9	A7N3S9
Q51790	Q51790
Q51790	Q51518
Q580X6	Q580X6
Q123X2	Q123X2
A5CYQ6	A5CYQ6
O00625	O00625
Q16513	Q16513
Q5QW40	Q5QW40
B8ZUK0	B8ZUK0
P28777	P28777
Q5V145	Q5V145
B5YH80	B5YH80
Q3AEF5	Q3AEF5
B2VK88	B2VK88
Q3ITN9	Q3ITN9
B4TXA5	B4TXA5
B4TXA5	B5R1D8
P35170	P35170
P57925	P57925
Q2NVB6	Q2NVB6
A5EJC6	A5EJC6
A6W284	A6W284
A3QID1	A3QID1
O50593	O50593
Q5ZK90	Q5ZK90
Q641Z7	Q641Z7
Q641Z7	P70158
A5U9S9	A5U9S9
O24661	O24661
A6UVA8	A6UVA8
Q5AR54	Q5AR54
A4SEI8	A4SEI8
A4SEI8	Q3B425
Q033U7	Q033U7
Q3A1V1	Q3A1V1
A8AHD7	A8AHD7
A1S572	A1S572
Q1C8B1	Q1C8B1
Q1C8B1	A7FIL6
A3FIN4	A3FIN4
Q08853	Q08853
P53104	P53104
P53104	A6ZU07
O82353	O82353
B7JB86	B7JB86
B7JB86	B5ER44
B7JB86	P41167
Q31DL8	Q31DL8
Q1GXM8	Q1GXM8
Q1XDP5	Q1XDP5
B4SJS1	B4SJS1
B4SJS1	B2FHZ0
B4SJS1	Q2P7Q6
B4SJS1	Q5H4Y6
B8GRC0	B8GRC0
Q494C3	Q494C3
A6GVV9	A6GVV9
Q1IIG8	Q1IIG8
Q2RFX9	Q2RFX9
A8F3K2	A8F3K2
C5BKJ5	C5BKJ5
P46100	P46100
O55099	O55099
O55099	O70126
Q39B00	Q39B00
B5EGQ4	B5EGQ4
Q5CB04	Q5CB04
Q5CB04	Q5CB03
Q5CB04	O35789
P19409	P19409
Q0AVM4	Q0AVM4
Q28W37	Q28W37
P55979	P55979
A1D199	A1D199
P0C1Y0	P0C1Y0
P0C1Y0	Q1G9Z4
Q5QMT0	Q5QMT0
Q59437	Q59437
P46844	P46844
Q0A5W1	Q0A5W1
Q4QLG1	Q4QLG1
Q4QLG1	A5UCX1
Q4QLG1	A5UIQ9
Q4QLG1	P45062
A1R5F5	A1R5F5
Q5WFG7	Q5WFG7
Q67Q50	Q67Q50
P56834	P56834
Q2UST1	Q2UST1
Q2NUA5	Q2NUA5
A4X1R6	A4X1R6
A0JWX8	A0JWX8
C7QKH8	C7QKH8
P54149	P54149
Q04PP8	Q04PP8
B7K079	B7K079
A3M4Q3	A3M4Q3
B8E183	B8E183
Q09816	Q09816
Q38707	Q38707
Q24SP7	Q24SP7
A8F9Z9	A8F9Z9
Q5EB32	Q5EB32
Q5EB32	Q52KU6
A8FCG5	A8FCG5
Q053E2	Q053E2
A6ULQ4	A6ULQ4
Q5FRJ1	Q5FRJ1
A1JP11	A1JP11
Q5AQA3	Q5AQA3
B5F8S1	B5F8S1
B5F8S1	B5FJ06
B5F8S1	B4TK35
B5F8S1	B5BL87
B5F8S1	B4TXR1
B5F8S1	P60216
B5F8S1	B7MBE2
B5F8S1	B7LGM1
B5F8S1	B5Z0D9
B5F8S1	B7MP21
B5F8S1	B2U303
B5F8S1	C4ZRQ2
B5F8S1	Q32JU9
B5F8S1	B6HZD5
B5F8S1	B1LGW2
A8FCG8	A8FCG8
D3E045	D3E045
Q50774	Q50774
Q50774	O27225
Q4L7Y1	Q4L7Y1
B8ESQ9	B8ESQ9
Q55673	Q55673
B9KIR5	B9KIR5
B9LKI9	B9LKI9
B9LKI9	A9WG69
Q0BV27	Q0BV27
Q313Q1	Q313Q1
Q0I0C3	Q0I0C3
A5GPX0	A5GPX0
A6TJM2	A6TJM2
B0TW67	B0TW67
A5IAW2	A5IAW2
A5CD22	A5CD22
Q1GIV0	Q1GIV0
B9K6P8	B9K6P8
A7GRN8	A7GRN8
B2UXV7	B2UXV7
Q31I61	Q31I61
B4RFS2	B4RFS2
Q3K2P4	Q3K2P4
A5F5N1	A5F5N1
Q634T3	Q634T3
A5EPK4	A5EPK4
C5D4C2	C5D4C2
C1AQ69	C1AQ69
B4F111	B4F111
C1C649	C1C649
A1JJJ3	A1JJJ3
A1JJJ3	A7FM66
A1JJJ3	Q1C214
A1JJJ3	B2K4E6
A1JJJ3	Q1CMM7
A1JJJ3	A4TQ83
A1JJJ3	B1JK81
A5UTG1	A5UTG1
Q02Z51	Q02Z51
Q119L1	Q119L1
I1S130	I1S130
Q5XGA9	Q5XGA9
Q5XGA9	Q0IIJ0
B3QS01	B3QS01
P65498	P65498
P65498	P9WJK0
P65498	P9WJK1
B6YVQ4	B6YVQ4
Q2IKJ8	Q2IKJ8
A5FLZ0	A5FLZ0
A6L8D1	A6L8D1
B5ETZ2	B5ETZ2
Q3IRZ6	Q3IRZ6
Q5LSQ3	Q5LSQ3
A4XQ47	A4XQ47
A4XQ47	B7V1S8
A4XQ47	Q02FF4
A4XQ47	Q4KJ06
A4XQ47	C3K5A5
A4XQ47	Q3KIS8
A4XQ47	Q4ZN10
A4XQ47	C1DNK6
O26314	O26314
A8AGR0	A8AGR0
B2TGB8	B2TGB8
Q06240	Q06240
Q50248	Q50248
O95497	O95497
P26324	P26324
G3XD23	G3XD23
B2K058	B2K058
B2K058	A1JI79
B2K058	Q1CBP2
E2RSS3	E2RSS3
O32144	O32144
Q5BKL8	Q5BKL8
C4ZA66	C4ZA66
Q02E64	Q02E64
Q59674	Q59674
Q15PG0	Q15PG0
B1JH40	B1JH40
B1JH40	Q1C0D3
A1CCU0	A1CCU0
P55333	P55333
Q54RP7	Q54RP7
P73623	P73623
C0LGS2	C0LGS2
Q54QI2	Q54QI2
B7US31	B7US31
B7US31	B7M0P8
B7US31	A1ABM9
B7US31	Q0THD7
B7US31	P0A6D6
B7US31	B1IQ64
B7US31	P0A6D5
B7US31	B6IBD2
B7US31	Q1RBA4
B7US31	B5F7D6
B7US31	Q57PS7
B7US31	B5QVU2
B7US31	B5RAU7
B7US31	B4T4Q4
B7US31	B2U2J6
B7US31	P0C2L9
B7US31	Q0T479
B7US31	Q3Z246
Q04736	Q04736
O06724	O06724
P40009	P40009
Q54G28	Q54G28
Q2TGI8	Q2TGI8
Q11B53	Q11B53
B1H2Q2	B1H2Q2
A0A0P0UZP7	A0A0P0UZP7
Q60555	Q60555
B6Q3C6	B6Q3C6
P05100	P05100
A9AQW9	A9AQW9
Q2R480	Q2R480
P19650	P19650
P45894	P45894
B2JZ75	B2JZ75
B2JZ75	A9R2S1
B2JZ75	A4TLD3
B2JZ75	B1JQC1
B6HLT9	B6HLT9
B6HLT9	P15802
P58350	P58350
O70595	O70595
Q2KHW5	Q2KHW5
A1UQX6	A1UQX6
A4SGK0	A4SGK0
A5FNY7	A5FNY7
B1XK66	B1XK66
Q1GS64	Q1GS64
C3LPP8	C3LPP8
B0V530	B0V530
B0V530	B0VRF9
B0V530	A3M8N1
Q036L2	Q036L2
B2V5V9	B2V5V9
Q50539	Q50539
A7FDG2	A7FDG2
A7FDG2	A1JRX0
A7FDG2	Q1CC34
A7FDG2	Q1CNT1
A7FDG2	A4TH34
A9VKE9	A9VKE9
A9VKE9	Q633F8
A5UIW8	A5UIW8
A5UIW8	A5UCQ6
Q5R833	Q5R833
O74936	O74936
Q66DW7	Q66DW7
B0SM94	B0SM94
B0SM94	B0SE17
Q04DI0	Q04DI0
A8GI21	A8GI21
Q04J73	Q04J73
Q04J73	C1C8T7
Q04J73	B8ZMG2
Q04J73	P0A2W6
Q04J73	P0A2W7
Q04J73	C1CM35
A8GYE1	A8GYE1
A8GYE1	Q1RHA1
P94565	P94565
B2VDA7	B2VDA7
Q4L7U1	Q4L7U1
A4G4F5	A4G4F5
B4RM67	B4RM67
B4RM67	Q5F8T1
Q07UU3	Q07UU3
Q07UU3	Q21CT4
A6LPX5	A6LPX5
A9KT78	A9KT78
C4KKU5	C4KKU5
C4KKU5	C3NMW1
C4KKU5	C3MKR6
Q30RK1	Q30RK1
A1W897	A1W897
A1W897	B9MI78
B0UGH4	B0UGH4
B0UGH4	B8IN87
B2UAG1	B2UAG1
B6JH85	B6JH85
A3PKR6	A3PKR6
A3PKR6	Q3J1H1
A3PKR6	B9KJU5
B5XYA8	B5XYA8
Q07MA3	Q07MA3
C4L944	C4L944
C3P0C9	C3P0C9
C3P0C9	B7IPS6
C3P0C9	C1EZE3
C3P0C9	A7GUU4
C3P0C9	B9J4R6
C3P0C9	Q631J1
C3P0C9	A9VQ76
A3PG85	A3PG85
A3PG85	Q3J661
A3PG85	B9KS10
A0Q7B3	A0Q7B3
A0Q7B3	B0TYI2
A0Q7B3	Q0BML9
A0Q7B3	Q5NFK6
A1KJ30	A1KJ30
A1KJ30	C1ANN6
A1KJ30	A5U2X0
A1KJ30	P9WK92
Q02U74	Q02U74
Q3MBP7	Q3MBP7
G2IQS7	G2IQS7
P32948	P32948
C3PDK2	C3PDK2
C3PDK2	C3LCA6
C3PDK2	B7JDM3
C3PDK2	B7IMZ7
C3PDK2	C1EY56
C3PDK2	B7HCZ6
C3PDK2	B7HUW3
C3PDK2	B9J3H2
C3PDK2	A9VNX6
Q3KLD9	Q3KLD9
Q3KLD9	B0BA11
Q3KLD9	O84562
Q4FM35	Q4FM35
Q0C3A9	Q0C3A9
C6DBV7	C6DBV7
A5CWR5	A5CWR5
L0TC47	L0TC47
A5DSS4	A5DSS4
C3MF13	C3MF13
B3ERM8	B3ERM8
Q4A696	Q4A696
P38414	P38414
P09849	P09849
O07608	O07608
B8GWR1	B8GWR1
Q55746	Q55746
Q5QYW1	Q5QYW1
A3QG90	A3QG90
B2VD67	B2VD67
C5BP28	C5BP28
Q64XW8	Q64XW8
Q64XW8	Q5LH14
C6E5B9	C6E5B9
C6E5B9	B5EEW8
Q12A41	Q12A41
Q5N5W9	Q5N5W9
Q5N5W9	Q31N90
Q2NV47	Q2NV47
B8IPK9	B8IPK9
Q2RWV9	Q2RWV9
A5F728	A5F728
F4HQ20	F4HQ20
B5RM28	B5RM28
Q3Z6R4	Q3Z6R4
B8IB41	B8IB41
B8EFC6	B8EFC6
B8EFC6	A6WKD5
B8EFC6	A9L4U8
A6Q6B7	A6Q6B7
P75823	P75823
P07739	P07739
A9F3N2	A9F3N2
Q2LVU2	Q2LVU2
A0AI79	A0AI79
D4GTL8	D4GTL8
B6EJA2	B6EJA2
B1K366	B1K366
B1K366	B1Z1P1
B1K366	Q393Y2
C0QMA1	C0QMA1
Q2W010	Q2W010
A5UXG2	A5UXG2
Q5LYI8	Q5LYI8
Q5LYI8	Q5M351
Q5LYI8	Q03JC2
P22097	P22097
P22097	B7VGU7
P22097	A7MRY0
P22097	C3LLL6
P22097	B5FDB7
A4IQ82	A4IQ82
A4IQ82	P19868
B4RCL0	B4RCL0
Q123F4	Q123F4
A3CLL9	A3CLL9
Q2IGV6	Q2IGV6
A4XZC6	A4XZC6
Q5ZX98	Q5ZX98
A5WFZ6	A5WFZ6
A9F0C1	A9F0C1
A7INK3	A7INK3
A5FZ94	A5FZ94
A7I4T5	A7I4T5
A5UYU9	A5UYU9
Q08654	Q08654
B2UNB6	B2UNB6
Q5FM60	Q5FM60
Q5FM60	A8YTB0
P57861	P57861
Q4UJT2	Q4UJT2
Q4UJT2	C3PLZ3
Q4UJT2	A8GQ80
Q4UJT2	A8F079
Q4UJT2	A8GU17
A7MS76	A7MS76
A7MS76	B7VL84
C1D1L3	C1D1L3
Q02Z55	Q02Z55
Q02Z55	A2RL47
O59357	O59357
B5ZBG4	B5ZBG4
C5BGI9	C5BGI9
O59207	O59207
O84101	O84101
P35043	P35043
Q3IDH7	Q3IDH7
A4YK33	A4YK33
A4YK33	A5E8T8
B1GZV6	B1GZV6
Q0ATQ2	Q0ATQ2
B1V8Z6	B1V8Z6
Q5LLR7	Q5LLR7
C0JRZ9	C0JRZ9
P42682	P42682
Q086F9	Q086F9
Q00234	Q00234
Q59212	Q59212
A1U3D8	A1U3D8
Q168V8	Q168V8
Q5XIA3	Q5XIA3
P43123	P43123
P16577	P16577
Q4V908	Q4V908
B5XXZ3	B5XXZ3
A9HZS2	A9HZS2
Q48PS5	Q48PS5
Q48PS5	Q1I337
Q48PS5	C3K3Y8
Q48PS5	Q4ZZP7
B3PH48	B3PH48
A1SAJ8	A1SAJ8
B2I023	B2I023
B2I023	B7IBN2
P57080	P57080
Q4R4K2	Q4R4K2
A4ST20	A4ST20
A4ST20	A0KF08
A4J3P3	A4J3P3
P61739	P61739
A8GNH3	A8GNH3
Q2JPE4	Q2JPE4
P9WIC7	P9WIC7
A6VLV0	A6VLV0
A6VLV0	Q65Q32
B9LBA2	B9LBA2
B9LBA2	B8GBF7
A0LDF3	A0LDF3
Q12HV5	Q12HV5
A7MQI3	A7MQI3
A9R8H6	A9R8H6
A9R8H6	A1JI66
A9R8H6	A4TRC9
A9R8H6	B1JQ12
B1VTI8	B1VTI8
B3EI07	B3EI07
B2U6Q7	B2U6Q7
Q30RJ4	Q30RJ4
P0C0Q2	P0C0Q2
P0C0Q2	Q5HN75
B1JET4	B1JET4
O16115	O16115
P84984	P84984
P46810	P46810
Q02RS2	Q02RS2
B8CKS4	B8CKS4
B8CKS4	B0TLJ4
B8CKS4	B8E9T4
B8CKS4	A3D6V2
B8CKS4	A6WQP0
B8CKS4	Q085S4
B8CKS4	A3QCH0
B8CKS4	A4Y8T3
B8CKS4	A0KUK2
B8CKS4	A8FY04
B8CKS4	Q0HKV2
B8CKS4	Q0HX50
Q0AW22	Q0AW22
Q5RAV9	Q5RAV9
A0A024SH20	A0A024SH20
A0A024SH20	P07982
P46239	P46239
C5A1V0	C5A1V0
D3ZBM7	D3ZBM7
D3ZBM7	E1C656
P0C0H1	P0C0H1
A1TWS1	A1TWS1
O08756	O08756
O25728	O25728
O22446	O22446
Q5JGV6	Q5JGV6
A1K442	A1K442
B3EPK1	B3EPK1
B1HVD8	B1HVD8
Q0AHU2	Q0AHU2
C1AZ44	C1AZ44
